alt,a1_url,a1_text,a2_url,a2_text,filepath,description,category,embedding,s3_image_url
No V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/no-2.png,Download (In the Box),,,./images/no-2.png,"A square image with a black border. Inside the square, on a white background, the word 'no' is written in bold black letters at the top. Below the word, a large red 'X' is prominently displayed.",Signage,"[ 0.01579051 -0.01608356 -0.04597656 ...  0.00571992 -0.02381023
  0.00332611]",https://easyread-app.s3.amazonaws.com/images/no-2_62b8ae386b2c44d69865ed0e8ce36eb6.png
no V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/02/no-V2.png,Download (In the Box),,,./images/no-V2.png,"A cartoon illustration shows two people facing each other. The person on the left wears a yellow shirt and blue pants, while the person on the right wears a purple shirt and brown pants and has their hand up in a stop gesture. A large red ""X"" is positioned between them. Above them, the word ""no"" appears in a black, bold font. In a speech bubble above the person on the right, the word ""no"" is repeated. The illustration is set against a white background with a thick black border.",Social Skills,"[ 0.00944547  0.00431604 -0.03710145 ... -0.01420599 -0.03233203
 -0.02220857]",https://easyread-app.s3.amazonaws.com/images/no-V2_d9aba06a6131498c98b34ca5e8d19edd.png
No with expression,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/no_with-expression.png,Download (In the Box),,,./images/no_with-expression.png,"The image depicts a symbol representing the word ""No"" and the feeling of rejection. The word ""no"" is written in bold black letters above a cartoon-style illustration of a person's face. The face has a neutral skin tone, black hair, and a downturned mouth, suggesting sadness or disapproval. Red arrows point away from either side of the person's head, emphasizing the idea of being turned away or rejected. The image is set against a white background, enclosed by a black border.",Emotions and Communication,"[ 0.02062186 -0.02387381 -0.04734901 ...  0.00835594 -0.00810913
 -0.01590367]",https://easyread-app.s3.amazonaws.com/images/no_with-expression_12dfbae608e04c06b9004ee7c9e144a8.png
No without expression,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/no_without-expression.png,Download (In the Box),,,./images/no_without-expression.png,"The image is a simple illustration representing the concept of ""no"" without any additional expression. It features a cartoon-style face with a neutral expression. The word ""no"" is written in bold, black letters above the face. Two red arrows point outwards from the sides of the face, suggesting a turning away or refusal. The image is framed in a black border and uses a limited color palette, making it clear and easy to understand.",Signs and Symbols,"[ 0.03009546 -0.02710786 -0.02630924 ... -0.00387244 -0.00320024
 -0.01359028]",https://easyread-app.s3.amazonaws.com/images/no_without-expression_23124f230fcd4ccb841ac3dd2e36a120.png
Non invasive ventilation NIV,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/02/Non-invasive-ventilation-NIV.png,Download (In the Box),,,./images/Non-invasive-ventilation-NIV.png,"This is a simple, brightly colored cartoon image of a person wearing a non-invasive ventilation (NIV) mask. Above the person's head, in large, bold, black letters, are the words 'non invasive ventilation'. The person has dark skin, black hair, and wide, white eyes with black pupils. They are wearing a blue shirt. The mask covers their nose and mouth and is held in place by straps that go around their head.",Healthcare,"[ 0.01633703  0.00322007 -0.02843449 ... -0.00124842 -0.02021124
  0.00259711]",https://easyread-app.s3.amazonaws.com/images/Non-invasive-ventilation-NIV_23507bb18b654cdeafe24cbcc852730f.png
Non invasive ventilation NIV V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/02/Non-invasive-ventilation-NIV-V2.png,Download (In the Box),,,./images/Non-invasive-ventilation-NIV-V2.png,"This image depicts a cartoon-style illustration of a person wearing a non-invasive ventilation (NIV) mask. The person has fair skin, brown hair, and wide, surprised-looking eyes. The NIV mask is blue and gray with clear straps, covering their nose and mouth. A corrugated gray tube extends from the mask downwards. Above the person's head, bold black text reads 'non invasive ventilation'. The image is framed with a thick black border.",Medical Illustration,"[ 0.01871493  0.00897388 -0.03211126 ... -0.00677386 -0.01792117
 -0.00165777]",https://easyread-app.s3.amazonaws.com/images/Non-invasive-ventilation-NIV-V2_bdae4e2b4f9548bfb1c992365e126ce0.png
Nose,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nose.png,Download (In the Box),,,./images/nose.png,"An illustration of a human nose with the word ""nose"" written in bold black text above it. The nose is depicted in a light brown color with a thick, black outline that defines its shape and nostrils. The background is white, framed by a thick black border.",Anatomy,"[ 0.03215137  0.0046811  -0.02091707 ...  0.00054396 -0.03790164
 -0.0306887 ]",https://easyread-app.s3.amazonaws.com/images/nose_fce6dcd778ec4df2a7f517a3e6145668.png
nose bleeds,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/02/nose-bleeds.png,Download (In the Box),,,./images/nose-bleeds.png,"The image is a cartoon-style illustration with a white background and a thick black border. At the top, in bold black letters, are the words ""nose bleeds."" Below the text is a simplified drawing of a nose in a light brown color outlined in thick black lines. Red drops of blood are dripping from the nostrils.",Health & Safety,"[ 0.03808977 -0.01516773 -0.02289012 ... -0.0012774  -0.01186107
 -0.0245399 ]",https://easyread-app.s3.amazonaws.com/images/nose-bleeds_f3adfa0fbf0e4639a8e5e1d18e43056b.png
nose making whistling noise,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nose-making-whistling-noise.png,Download (In the Box),,,./images/nose-making-whistling-noise.png,"An illustration of a nose with the word ""nose"" written above it. Two lines and a music note come down from the nose, indicating a whistling sound.",Anatomy,"[ 0.02816937  0.00453061 -0.0256901  ...  0.01302434 -0.03049634
 -0.02621998]",https://easyread-app.s3.amazonaws.com/images/nose-making-whistling-noise_8e8ca3d0deb94abcbbdc6aa3bc3cc6a4.png
Not behave properly,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/not-behave-properly.png,Download (In the Box),,,./images/not-behave-properly.png,"A cartoon image illustrates the concept of ""Not behave properly."" It features a character with tan skin, black hair, and wide eyes. The character has a frowning expression and is giving a thumbs-down gesture with their left hand. They are wearing a blue shirt. Above the character, the words ""not behave properly"" are written in bold, black letters. The image is set against a white background and enclosed within a thick, black border.",Social Skills,"[ 0.01695292  0.0006673  -0.02154655 ... -0.03255345 -0.04759948
 -0.03361171]",https://easyread-app.s3.amazonaws.com/images/not-behave-properly_1ecf2d8b2d214d629c1748222f17832f.png
Not breathing,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/not-breathing.png,Download (In the Box),,,./images/not-breathing.png,"A cartoon image depicting a person who is not breathing. The person is shown from the chest up, with a red 'X' drawn across their chest and another red 'X' near the mouth and nose, indicating that breathing is not occurring. The text ""not breathing"" is written in large, bold, black letters at the top of the image.",Health & Safety,"[ 0.01432254 -0.00447869 -0.02759227 ...  0.00064731 -0.04135481
 -0.02145838]",https://easyread-app.s3.amazonaws.com/images/not-breathing_a34cc5dfdb244c2f8b86de3154cf6b4f.png
Not enough exercise,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/not-enough-exercise.png,Download (In the Box),,,./images/not-enough-exercise.png,"A cartoon image with a white background and a black border. In large black text at the top it reads ""not enough exercise."" Below this is a cartoon of a person sitting in a brown armchair, with their legs extended and feet resting on a small footstool that is the same shade of brown as the armchair. The person has tan skin, short black hair, and is wearing a yellow shirt and blue pants. The image implies that the person is not getting enough exercise due to being sedentary.",Health,"[ 0.02029957 -0.00226427 -0.03371898 ... -0.03284293 -0.03708534
 -0.03179942]",https://easyread-app.s3.amazonaws.com/images/not-enough-exercise_6ceb8c94532b4f2caeae644e291a3de9.png
not getting better,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/10/not-getting-better.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/10/not-getting-betterk.png,Download (Outside the Box),./images/not-getting-better.png,"A drawing of a person lying in bed looking sad, with the words ""not getting better"" above. This image depicts illness or a difficult situation.",Health and Emotions,"[ 0.00281354 -0.00075533 -0.03152248 ... -0.03632804 -0.00714779
 -0.05286999]",https://easyread-app.s3.amazonaws.com/images/not-getting-better_be89afec232c47e9ae85915e5f56b7a7.png
Not included,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/not-included.png,Download (In the Box),,,./images/not-included.png,"A cartoon image depicting exclusion. On the left, a person with dark hair, a light brown complexion, a green shirt, and blue pants stands with a sad expression. The words ""not included"" are written in large, bold letters above him. To the right, a circular arrow encloses a group of diverse cartoon figures: a person with fair skin and brown hair, a person with brown skin and black hair, a person using a wheelchair, a person with blonde hair, and a person with light brown skin and dark hair. This image visually represents the concept of some people being excluded from a group.",Social Issues,"[ 0.02195614  0.00281208 -0.019251   ... -0.00217491 -0.03381132
 -0.01972258]",https://easyread-app.s3.amazonaws.com/images/not-included_049506b2300b43dba897c3cf3311583e.png
not listening,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/not-listening.png,Download (In the Box),,,./images/not-listening.png,"An illustration showing a woman in a yellow shirt talking, with green lines extending from her mouth. A man in a purple shirt stands next to her, but a large red ""X"" is drawn over his ear. The words ""not listening"" are written in bold black letters at the top of the image, conveying the concept that the man is not paying attention to the woman's words.",Social Skills,"[ 0.00668396 -0.0128785  -0.04625817 ... -0.00122835 -0.04016956
 -0.02692682]",https://easyread-app.s3.amazonaws.com/images/not-listening_00a205e993834486a996d5481124da33.png
not listening V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/not-listening-V2.png,Download (In the Box),,,./images/not-listening-V2.png,"The image shows a cartoon drawing with a black border. At the top are the words ""not listening"" in bold black letters. Below that is a cartoon face with tan skin, black hair, and a smile. Green dashed lines come out of the mouth indicating speech. To the right of the face is a stylized ear, colored tan and brown, with a large red X drawn over it, indicating that the ear is not listening.",Signs and Symbols,"[ 0.02411654 -0.01737405 -0.02861037 ... -0.01160395 -0.02731266
 -0.02253416]",https://easyread-app.s3.amazonaws.com/images/not-listening-V2_fd5429d6ece04d56b73cc69b595a5a25.png
Not pass on information,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/not-pass-on-information.png,Download (In the Box),,,./images/not-pass-on-information.png,"The image shows a graphic with the words 'not pass on information' at the top. Below is a circle containing diverse figures, including people of different skin tones, genders, and one person in a wheelchair. A plus sign is also within the circle.  A hand is drawn underneath the circle as if carrying the people. To the right of the circle is a large tick symbol, indicating acceptance or agreement.",Accessibility Symbol,"[ 0.00411768 -0.02167221 -0.04186972 ... -0.02513069 -0.01758545
 -0.03238869]",https://easyread-app.s3.amazonaws.com/images/not-pass-on-information_07381f40b93d401ba56ee0e687f14dfa.png
Notify the Police,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/notify-the-Police.png,Download (In the Box),,,./images/notify-the-Police.png,"The image shows a police officer standing behind a service counter at a police station. A man stands in front of the service counter talking to the police officer. The image is labelled ""police"" in big, bold black letters at the top. The image is suitable for people with learning disabilities. ",Symbols,"[ 0.03802091 -0.02168021 -0.02696623 ... -0.00433905 -0.02446342
 -0.00965287]",https://easyread-app.s3.amazonaws.com/images/notify-the-Police_0ce60cee20474a708b7bcab80e8597c9.png
Notify the Police with bank details,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/notify-the-Police-with-bank-details.png,Download (In the Box),,,./images/notify-the-Police-with-bank-details.png,"A cartoon shows a man thinking about how to notify the police with bank details. The background is white with a black border. Above the cartoon, in large, bold, black letters, is the word ""police"". The cartoon has a police station with a police officer inside. There is a man on the right of the cartoon thinking about credit cards, another man with a name tag, and another man inside a building with the police officer.",Law Enforcement,"[ 0.03765595  0.00795707 -0.03792731 ... -0.0008722  -0.02847343
 -0.01760104]",https://easyread-app.s3.amazonaws.com/images/notify-the-Police-with-bank-details_0097c92259c54a43950b7dae992b2e86.png
Notify the Police with name address,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/notify-the-Police-with-name-address.png,Download (In the Box),,,./images/notify-the-Police-with-name-address.png,"A cartoon illustration shows a man approaching a police station. Above his head are thought bubbles depicting a calendar with a birthday cake, a person with a name tag, and a house with a letter. The police officer at the station is behind a counter with the word 'Police' written on it.",Safety,"[ 0.02817936 -0.00649185 -0.02159188 ... -0.00656675 -0.02455014
 -0.01387262]",https://easyread-app.s3.amazonaws.com/images/notify-the-Police-with-name-address_3dd9335f73bf455ab29fad01dc0dcc9e.png
Now,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/now.png,Download (In the Box),,,./images/now.png,"A cartoon image of a person with light brown skin, black hair, and a blue shirt. The person is pointing downwards with their right hand. Above the person, the word ""now"" is written in black text. The image is enclosed in a black border.",Communication,"[ 0.01092259  0.01323381 -0.0228093  ... -0.00927094 -0.03055827
 -0.04112291]",https://easyread-app.s3.amazonaws.com/images/now_525b1f62dda94e519ab2b894600b03c6.png
Now V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/now-V2.png,Download (In the Box),,,./images/now-V2.png,"The image shows a visual aid representing the concept of 'now'. Above a cartoon-style calendar page, the word 'now' is written in bold black letters. The calendar is labeled 'month' at the top and displays abbreviations for days of the week: sat, sun, mon, tues, wed, thur, and fri. Below each day are blank square boxes representing dates.",Time Concepts,"[ 0.02949452  0.00971254 -0.03864162 ... -0.01054006 -0.03797444
 -0.02636184]",https://easyread-app.s3.amazonaws.com/images/now-V2_fee8ad1b9faa4fe2b4af6edac878a03a.png
Now V3,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/now-V3.png,Download (In the Box),,,./images/now-V3.png,"The image shows a calendar. Above the calendar is the word ""now"" in bold, black letters. A green arrow points from the word ""now"" down to the calendar. The calendar displays the word ""month"" at the top, and the days of the week abbreviations are below it: ""sat"", ""sun"", ""mon"", ""tues"", ""wed"", ""thur"", and ""fri"". Each day has a blank square below it, representing dates. A red circle highlights the ""thur"" (Thursday) column.",Concept,"[ 0.02524832  0.00046526 -0.05056226 ... -0.00974297 -0.01918843
 -0.03756978]",https://easyread-app.s3.amazonaws.com/images/now-V3_0b77acf49cb74d32994d0bfd278ecd33.png
Nurse,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nurse.png,Download (In the Box),,,./images/nurse.png,"The image shows a cartoon drawing of a nurse, centered in a white square with a thick black border. Above the nurse, the word ""nurse"" is written in bold, black letters. The nurse has brown skin, shoulder-length brown hair, and is wearing a light blue uniform with white trim. She has two small pockets on the front of her uniform. Her pants are black, and she has black shoes. She is facing forward with her arms slightly outstretched and a friendly smile on her face. The background is plain white.",Occupations,"[ 0.01340752 -0.02413069 -0.04041329 ... -0.02062429 -0.01773776
 -0.04224321]",https://easyread-app.s3.amazonaws.com/images/nurse_b49113ef6e794baaaba7e2aeb5812d46.png
Nurse asking questions,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nurse-asking-questions.png,Download (In the Box),,,./images/nurse-asking-questions.png,"A cartoon image in a black border shows a nurse and a patient sitting at a table. The nurse is on the right, wearing a blue uniform and holding a clipboard and pen. The patient is on the left, wearing a green shirt and blue pants. The words 'ask you questions' are written in large, bold letters above them.",Healthcare,"[ 0.01266702 -0.00746675 -0.05001932 ... -0.03040586 -0.0068553
 -0.03415059]",https://easyread-app.s3.amazonaws.com/images/nurse-asking-questions_0cd53fc84bb043d1838acdb3e7660b7d.png
Nurse entering pulse info onto computer,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2024/01/nurse-entering-pulse-info-onto-computer.png,Download (Outside the Box),,,./images/nurse-entering-pulse-info-onto-computer.png,A cartoon drawing shows a nurse sitting at a desk typing on a computer. The nurse has short brown hair and wears a blue uniform. The computer screen has green and blue lines on it. The desk is light brown and the chair is dark blue.,Healthcare,"[ 0.02436955 -0.00918462 -0.034898   ... -0.01180123 -0.01177738
 -0.04102223]",https://easyread-app.s3.amazonaws.com/images/nurse-entering-pulse-info-onto-computer_280e54b5d2ab4b398858c78ba129ed2f.png
Nurse office,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nurse-office.png,Download (In the Box),,,./images/nurse-office.png,"A colorful cartoon image with a thick black border. At the top, in large, bold black letters, it reads ""nurse office."" Below the text, in the center of the image, a cartoon nurse sits behind a brown desk. The nurse is fair-skinned with light brown hair. She wears a light blue uniform with white trim and has her hands clasped together on the desk. On the desk, there's an old-fashioned black rotary phone, a computer with a screen and keyboard, and a mouse. The desk itself has a large green plus sign on the front, outlined in white. The background of the image is white.",healthcare,"[ 0.01761479 -0.01846923 -0.04193639 ... -0.01586253 -0.01493693
 -0.03144255]",https://easyread-app.s3.amazonaws.com/images/nurse-office_42a64f486cef41888976b5cf8f446fae.png
Nurse station,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nurse-station.png,Download (In the Box),,,./images/nurse-station.png,"A colorful cartoon drawing of a nurse station. Two nurses are standing on the left side of the image, and another nurse is sitting behind a brown desk on the right. On the desk is an old black telephone and a computer. The desk has a large green cross on the front. The words ""nurse station"" are written in big black letters at the top of the picture. The image has a black border.",Healthcare,"[ 0.02849711 -0.00509746 -0.05286264 ... -0.01748664 -0.0196822
 -0.03814631]",https://easyread-app.s3.amazonaws.com/images/nurse-station_371c5647bb324e94b97d4b7c2ce0ce58.png
Nurse station V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nurse-station-V2.png,Download (In the Box),,,./images/nurse-station-V2.png,"The image shows a nurse station with the text ""nurse station"" written above a desk. A cartoon-style nurse is sitting behind the desk. The desk has a telephone, a computer, and a large green cross symbol on the front. The image is bordered by a thick black line.",Healthcare,"[ 0.02375425 -0.02720299 -0.05204118 ... -0.02238227 -0.01308537
 -0.04833955]",https://easyread-app.s3.amazonaws.com/images/nurse-station-V2_9e0dacbcfbb54f22be5b4503b793d9f0.png
Nurse station V3,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nurse-station-V3.png,Download (In the Box),,,./images/nurse-station-V3.png,"A cartoon image shows a nurse sitting at a desk with a computer and a black rotary phone, talking on the phone. The desk has a large green medical cross symbol on the front. Above the desk, the words ""nurse station"" are written in big, bold black letters.",Healthcare,"[ 0.01826204 -0.01520051 -0.04513251 ... -0.01269389 -0.01926588
 -0.03839085]",https://easyread-app.s3.amazonaws.com/images/nurse-station-V3_35a508a75bf746489ee62211c1e0ccfa.png
Nurse writing pulse rate in records near computer,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2024/01/nurse-writing-pulse-rate-in-records-near-computer.png,Download (Outside the Box),,,./images/nurse-writing-pulse-rate-in-records-near-computer.png,"A cartoon image shows a nurse sitting at a desk in profile, facing right. The nurse has short brown hair and is wearing a blue uniform with a white stripe on the sleeve. They're seated in a blue chair at a beige desk. In front of the nurse is a computer monitor with a black screen displaying green and blue lines, resembling vital signs. The nurse is holding a blue pen and writing on a record sheet divided into sections with short, dark blue lines in each section. A keyboard is partially visible to the left. The scene depicts a medical setting.",Healthcare,"[ 0.01668227 -0.00945665 -0.05132728 ... -0.019279   -0.00505982
 -0.05453385]",https://easyread-app.s3.amazonaws.com/images/nurse-writing-pulse-rate-in-records-near-computer_4e0e3f13e9f442369fc07c57f798de4a.png
Nursery nurse uniform,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nursery-nurse-uniform.png,Download (In the Box),,,./images/nursery-nurse-uniform.png,"A cartoon image shows a person with brown hair and skin, wearing a yellow short-sleeved shirt with a white collar and trim, and navy blue pants. The person is smiling and has their arms slightly outstretched. Above the person, in bold, black letters, are the words ""nursery nurse"". The image is framed by a thick black border. The background is white.",Occupations,"[-0.00553176 -0.00516408 -0.02713075 ... -0.01539111 -0.0318844
 -0.02342072]",https://easyread-app.s3.amazonaws.com/images/nursery-nurse-uniform_e5927f861fc24a319026d8797d75ae9b.png
Nurses,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nurses.png,Download (In the Box),,,./images/nurses.png,"The image shows two cartoon nurses, one male and one female, standing side-by-side. Above them, the word ""nurse"" is written in large, bold letters. To the right of the female nurse is a green plus sign, often used to represent healthcare. The male nurse has blond hair and wears a blue uniform with brown pants. The female nurse has brown hair and wears a similar blue uniform but with black pants. Both nurses have a friendly smile.",Healthcare,"[ 0.00563278 -0.03259544 -0.04829452 ... -0.00594471 -0.01869122
 -0.04221102]",https://easyread-app.s3.amazonaws.com/images/nurses_8ee3dc967fcd4f5d94b25010439fc009.png
Nurses name,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nurses-name.png,Download (In the Box),,,./images/nurses-name.png,"The image is a colorful cartoon-style illustration with a white background enclosed in a black square border. At the top, in bold black letters, it reads ""nurses name"". Below, there are two cartoon figures representing nurses. On the left is a female nurse with brown hair and a blue uniform with black pants and shoes. She is pointing to her name tag which reads ""staff"". To the right of her is a male nurse with black hair wearing a blue uniform with brown pants and black shoes. He is also pointing to his name tag that reads ""staff"". In the upper right corner, there is a green plus sign.",Healthcare,"[ 0.00741065 -0.0293837  -0.0555956  ... -0.00857806 -0.02312222
 -0.04674358]",https://easyread-app.s3.amazonaws.com/images/nurses-name_c05b0d3dddc04d02a80f9ec5609584aa.png
Nurses V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nurses-v2.png,Download (In the Box),,,./images/nurses-v2.png,"A cartoon image with a white background, framed by a thick black border. At the top, the word ""nurse"" is written in large, bold, black letters. Below the word, there is a group of five cartoon people who appear to be medical staff. They are wearing blue uniforms and name tags that say ""staff"" on them. A green medical symbol (a plus sign) is next to the staff on the right. The staff have different skin tones and hair colors.",Medical,"[ 0.01458198 -0.01740291 -0.04720905 ... -0.00634334 -0.02211354
 -0.02140921]",https://easyread-app.s3.amazonaws.com/images/nurses-v2_d03e0da05aef40d8bf3cc1825fd88aff.png
Nurses V3,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nurses-V3.png,Download (In the Box),,,./images/nurses-V3.png,"Two cartoon nurses stand side-by-side under the word ""nurse."" The nurse on the left has dark hair and wears a blue uniform top over an orange shirt with black pants. The nurse on the right has blond hair and wears a blue uniform top over a blue shirt with brown pants. Both nurses are smiling and appear friendly.",Healthcare,"[ 0.01546959 -0.01583822 -0.02814457 ... -0.01476777 -0.01556436
 -0.0303763 ]",https://easyread-app.s3.amazonaws.com/images/nurses-V3_ea275cd7019140bcb0b403250f3c62cc.png
nurses V4,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/nurses-V4.png,Download (In the Box),,,./images/nurses-V4.png,"An illustration shows a group of six nurses of various ethnicities. They are all wearing different colors of scrubs. The text ""nurses"" is at the top in bold, black lettering.",medical,"[ 0.00515706  0.00023055 -0.04232524 ... -0.01633898 -0.01365576
 -0.01700201]",https://easyread-app.s3.amazonaws.com/images/nurses-V4_7cfae82edf684dc385a5ed4e705236f2.png
Nursing home,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nursing-home.png,Download (In the Box),,,./images/nursing-home.png,"This is a cartoon illustration of a nursing home being held in a hand. The building has three floors with patients in beds on each floor. A nurse is standing in the middle of the bottom floor. The roof is made of orange bricks. The words 'nursing home' are printed at the top of the image in big, bold black letters.",Healthcare,"[ 0.01375508  0.00187044 -0.02538303 ... -0.01680519 -0.04123493
 -0.00277197]",https://easyread-app.s3.amazonaws.com/images/nursing-home_15e3e703b6a946f99aaa605c04404a0b.png
Nursing Strategy,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/Nursing-Strategy.png,Download (In the Box),,,./images/Nursing-Strategy.png,A cartoon picture shows a nurse walking along a road between green hills. The road goes from a sign that says 'Nursing Strategy 2011' to another sign that says 'Nursing Strategy 2012'. The sky is blue with white stripes coming from a bright yellow sun.,Healthcare & Education,"[ 0.0034753  -0.02238476 -0.03493476 ...  0.00108222 -0.00037977
 -0.02192749]",https://easyread-app.s3.amazonaws.com/images/Nursing-Strategy_eda2bd94a8464e04a69a3c0e23f83594.png
Nursing student uniform,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nursing-student-uniform.png,Download (In the Box),,,./images/nursing-student-uniform.png,"A drawing of a nursing student with brown skin and black hair. The student is wearing a short-sleeved white collared shirt and black pants. The words ""nursing student"" are written in bold black letters above the student's head. The image has a thick black border.",Medical,"[ 0.00955784 -0.03372022 -0.03272998 ... -0.01558531 -0.03193003
 -0.02478556]",https://easyread-app.s3.amazonaws.com/images/nursing-student-uniform_d4149380b1004a0c9724ec76848d6cd9.png
Nutmeg,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/nutmeg.png,Download (In the Box),,,./images/nutmeg.png,"This image features a cartoon drawing of a jar of nutmeg spice. The jar is drawn with a simple, rounded shape. It has a black lid at the top and a brown filling, representing the nutmeg spice itself. Around the middle of the jar, there's a red label with a navy blue oval and the words 'spice' and 'nutmeg' printed in yellow and white respectively. Above the jar, the word 'nutmeg' is written in large, bold black letters. The drawing is set against a white background, and the entire image is framed by a black border.",clipart,"[ 0.00219649  0.00732402  0.01410709 ... -0.02570667 -0.02959584
 -0.00895297]",https://easyread-app.s3.amazonaws.com/images/nutmeg_9eb77c76e81e43b9a91cb2ab9aefa870.png
Obesity,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/obesity.png,Download (In the Box),,,./images/obesity.png,"A cartoon illustration depicts a man with a large belly, dressed in a yellow shirt, blue pants, and black shoes, standing against a white background. Above him, the word ""obesity"" is written in bold black letters. The image is framed by a thick black border.",Health,"[ 0.00570705  0.0079019  -0.02448889 ... -0.01537005 -0.03752355
 -0.02331111]",https://easyread-app.s3.amazonaws.com/images/obesity_281392954cff4bb89753858a49aba3ff.png
Observation room,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/observation-room.png,Download (In the Box),,,./images/observation-room.png,"This cartoon image shows an observation room. The words ""observation room"" are written in large, black letters across the top. Inside the room, there is a man standing to the left, looking through what appears to be a one-way mirror. A green dashed arrow indicates the direction of his gaze. On the other side of the mirror, two people are seated at a small round table with two glasses on it. One person has a speech bubble with a question mark above their head, suggesting they are speaking or pondering something. A door is located on the right side of the image.",illustration,"[ 0.02322631  0.00804443 -0.03783081 ... -0.02436945 -0.00854901
 -0.00572766]",https://easyread-app.s3.amazonaws.com/images/observation-room_c4b6eab8c4f24bb4a8a4ee9a4e9a6be2.png
Observe,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/observe.png,Download (In the Box),,,./images/observe.png,"This image depicts the word ""observe"" alongside a colorful cartoon illustration. A woman with brown skin and hair, wearing a yellow button-down shirt, looks to the side with a smile. In the background, there is a group of people gathered around a large, brown table. One person is in a wheelchair. The scene implies the act of observing or watching this group of people.",Education,"[ 0.03865552  0.00598049 -0.02699032 ... -0.01256199 -0.04511708
 -0.00477414]",https://easyread-app.s3.amazonaws.com/images/observe_8012325088c14da392b4af5fd33e1f7b.png
Occupational therapists uniform,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/occupational-therapists-uniform.png,Download (In the Box),,,./images/occupational-therapists-uniform.png,"An illustration of an occupational therapists uniform. There are two people in the picture, one male and one female. The female has brown hair, the male has black hair. Both have brown skin. They are both wearing a white shirt and green trousers. The words ""occupational therapists uniform"" are written in big black letters at the top of the image.",Occupations,"[ 0.03055328 -0.01180783 -0.06151702 ... -0.00685851 -0.03573597
 -0.04713561]",https://easyread-app.s3.amazonaws.com/images/occupational-therapists-uniform_8381595802994e3f81573cac5a8d133d.png
